name,mass,lum,mag,temp,dist,const,desc,multi
Kaus Borealis,2.60,52.00,2.82,4770,78.20,Sagittarius,"Lambda Sagittarii, formally named Kaus Borealis, is a star in the southern constellation of Sagittarius. The star marks the top of the Archer's bow. With an apparent visual magnitude of +2.82, this is one of the brighter members of the constellation and, according to the Bortle Dark-Sky Scale, it is readily visible to the naked eye. Based upon parallax measurements, it is 78.2 light-years (24.0 parsecs) from the Sun. Being 2.1 degrees south of the ecliptic, Lambda Sgr is sometimes occulted by the Moon and, rarely, by a planet. The last planet to pass in front of it was Venus, on 19 November 1984. The previous occasion was 5 December 1865, when it was occulted by Mercury. Kaus Borealis is a subgiant star with a stellar classification of K0 IV. It has a mass 2.6 times that of the Sun. The interferometry-measured angular diameter of this star, after correction for limb darkening, is 4.24 ± 0.05 mas. At the estimated distance of Lambda Sagittarii, this yields a physical size of about 11 times the radius of the Sun.",1
Kaus Media,5.00,"1,180.00",2.72,4200,306.00,Sagittarius,"Delta Sagittarii, formally named Kaus Media, is a double star in the southern zodiac constellation of Sagittarius. The apparent visual magnitude of this star is +2.70, making it easily visible to the naked eye. Parallax measurements place the distance at roughly 348 light-years (107 parsecs) from the Sun. Eggleton and Tokovinin list Delta Sagittarii as a binary star system consisting of an evolved K-type giant star with a stellar classification of K3 III, and a white dwarf companion. The giant is a weak barium star, most likely having had its surface abundance of s-process elements enhanced through mass transfer from its orbiting companion. It has an estimated 3.21 times the mass of the Sun and is about 260 million years old.",2
Keid,0.84,0.46,4.43,5300,16.30,Eridanus,"40 Eridani, also designated Omicron² Eridani, is a triple star system in the constellation of Eridanus. Based on parallax measurements taken during the Hipparcos mission, it is less than 17 light-years from the Sun. The primary star of the system, designated 40 Eridani A, formally named Keid from the traditional name for the system, is easily visible to the naked eye. It is orbited by a binary pair whose two components are designated 40 Eridani B and C, and which were discovered on January 31, 1783, by William Herschel. It was again observed by Friedrich Struve in 1825 and by Otto Struve in 1851. In 1910, it was discovered that although component B was a faint star, it was white in color. This meant that it had to be a small star; in fact it was a white dwarf, the first discovered. Although it is neither the closest white dwarf, nor the brightest in the night sky, it is by far the easiest to observe; it is nearly three magnitudes brighter than Van Maanen's Star (the nearest solitary white dwarf), and unlike the companions of Procyon and Sirius it is not swamped in the glare of a much brighter primary.",3
Khambalia,1.90,20.84,4.52,8280,173.40,Virgo,"Lambda Virginis is a binary star system in the zodiac constellation of Virgo. With an apparent visual magnitude of 4.5, it is bright enough to be seen with the naked eye. Based upon parallax measurements, the system is about 173 light-years away from the Sun. Its two components are designated Lambda Virginis A (formally named Khambalia) and B. Lambda Virginis is a double-lined spectroscopic binary with an orbital period of 206.7 days and an eccentricity of 0.0610. The semi-major axis has an angular size of 0.02 arcseconds, which, at the distance of this system, is equivalent to a physical span of 1.05 AU. The orbit is inclined by an angle of 110° to the line of sight from the Earth. Tidal theory predicts that eventually the orbit of the stars will circularize and their rotation rates will become synchronized with their orbital motion. However, this will occur over a time scale of more than 1.2 billion years, whereas their estimated age is 935 million years.",2
Kitalpha,2.30,52.50,3.92,5100,190.00,Equuleus,"Alpha Equulei, officially named Kitalpha, is a star in the constellation of Equuleus. It is a high proper motion star only 190 light years away. The overall appearance of α Equulei is a G-type giant with an apparent magnitude of +3.92, but it is a spectroscopic binary consisting of two individual stars. The primary star is a G7 giant about fifty times more luminous than the sun. It has an effective temperature of 5,100 K and a radius of 9.2 times greater than the sun. The secondary is an A-type dwarf about 26 times as luminous as the sun. It has an effective temperature of 8,150 K and a radius 2.6 times greater than the sun. It is a chemically peculiar Am star. The two stars revolve in a circular orbit every 98.8 days. Their respective orbital velocities allow their masses to be calculated at 2.3 M☉ and 2.0 M☉ respectively.",2
Kochab,2.20,390.00,2.07,4030,130.90,Ursa Minor,"Beta Ursae Minoris, formally named Kochab, is the brightest star in the bowl of the Little Dipper asterism (which is part of the constellation of Ursa Minor), and only slightly fainter than Polaris, the northern pole star and brightest star in Ursa Minor. Kochab is 16 degrees from Polaris and has an apparent visual magnitude of 2.08. The distance to this star from the Sun can be deduced from the parallax measurements made during the Hipparcos mission, yielding a value of 130.9 light-years (40.1 parsecs). Amateur astronomers can use Kochab as a very precise guide for setting up a telescope, as the celestial north pole is located 43 arcminutes away from Polaris, very close to the line connecting Polaris with Kochab. This is a giant star with a stellar classification of K4 III. It is 130 times more luminous than the Sun. Kochab has reached a state in its evolution where the outer envelope has expanded to 42 times the girth of the Sun. This enlarged atmosphere is radiating 390 times as much luminosity as the Sun from its outer atmosphere at an effective temperature of 4,030 K. This heat gives the star the orange-hued glow of a K-type star. By modelling this star based upon evolutionary tracks, the mass of this star can be estimated as 2.2 ± 0.3 that of the Sun. A mass estimate using the interferometrically-measured radius of this star and its spectroscopically-determined surface gravity yields 2.5 ± 0.9 solar masses. The star is known to undergo periodic variations in luminosity over roughly 4.6 days, with the astroseismic frequencies depending sensitively on the star's mass. From this, a much lower mass estimate of 1.3 ± 0.3 solar is reached.",1
Kornephoros,2.90,151.00,2.78,4890,139.00,Hercules,"Beta Herculis, formally named Kornephoros, is a binary star and the brightest star in the northern constellation of Hercules[13] at a base apparent visual magnitude of 2.81. This is a suspected variable star with an apparent magnitude that may rise as high as 2.76. Based upon parallax measurements, it is located at a distance of 139 light-years (43 parsecs) from the Sun. Although Beta Herculis appears to the naked eye to be a single star, in July 1899 the American astronomer W. W. Campbell discovered from spectroscopic measurements that its radial velocity varies, and concluded that it has a companion.",2
Kraz,3.70,"1,664.00",2.65,51000,146.00,Corvus,"Beta Corvi, officially named Kraz, is the second-brightest star in the southern constellation of Corvus with an apparent visual magnitude of 2.647. Based on parallax measurements obtained during the Hipparcos mission, it is about 146 light-years (45 parsecs) distant from the Sun.",1
Kurhah,1.05,16.00,4.26,6500,86.00,Cepheus,"Xi Cephei is a multiple star system in the constellation of Cepheus. It is approximately 86 light-years from Earth. It consists of two binary stars, designated Xi Cephei A and B, together with a more distant companion, Xi Cephei C. Xi Cephei A is a double-lined spectroscopic binary system with an orbital period of 810.9 days and an eccentricity of 0.46. The primary, component Aa, is a chemically peculiar Am star, a probable subgiant with an apparent magnitude of +4.29. Eight arcseconds away, Xi Cephei B is another spectroscopic binary. Xi Cephei C is a 13th magnitude star nearly two arcminutes away.",2
La Superba,3.00,"4,853.00",5.42,2750,760.00,Canes Venatici,"La Superba is a strikingly red giant star in the constellation Canes Venatici. It is a carbon star and semiregular variable. La Superba is a semiregular variable star, varying by about a magnitude over a roughly 160-day cycle, but with slower variation over a larger range. Periods of 194 and 186 days have been suggested, with a resonance between the periods.",1
Lambda Boötis,1.66,19.10,4.18,8720,99.00,Boötes,"Lambda Boötis, also named Xuange, is a star in the northern constellation of Boötes. Based on parallax measurements, it is approximately 99 light-years from the Sun. Lambda Boötis is a white A-type main sequence dwarf with an apparent magnitude of +4.18. It is the prototype of a group of rare stars known as Lambda Boötis stars, all of which are dwarf stars with unusually low abundances of metals in their spectra. Its diameter has been directly measured to be 1.7 times that of the Sun. n Chinese astronomy, Lambda Boötis is called 玄戈, Pinyin: Xuángē, meaning 'sombre lance'.",1
Lambda Cancri,2.10,78.00,5.92,9500,550.00,Cancer,"Lambda Cancri is a blue-white hued spectroscopic binary star in the zodiac constellation of Cancer. With a combined apparent visual magnitude of +5.93, it is faintly visible to the naked eye. Based upon parallax measurements obtained during the Gaia mission, it is about 550 light-years distant from the Sun.",1
Lambda Draconis,1.70,834.00,3.82,3958,333.00,Draco,"Lambda Draconis, also named Giausar is a solitary, orange-red star in the northern circumpolar constellation of Draco. It is visible to the naked eye with an apparent visual magnitude of +3.85. Based upon an annual parallax shift of 9.79 mas as seen from the Earth, the star is located around 333 light years from the Sun. This is an evolved red giant star on the asymptotic giant branc with a stellar classification of M0III-IIIa Ca1. It is a suspected slow irregular variable with a periodicity of roughly 1,100 days. The measured angular diameter, after correction for limb darkening, is 6.43±0.07 mas. At the estimated distance of the star, this yields a physical size of about 53 times the radius of the Sun. It has an estimated 1.7 times the mass of the Sun and is radiating 834 times the solar luminosity from its photosphere at an effective temperature of 3,958 K.",1
Lambda Herculis,3.00,465.00,4.41,4070,370.00,Hercules,"Lambda Herculis, formally named Maasym, is a star in the constellation of Hercules. From parallax measurements taken during the Hipparcos mission, it is approximately 370 light-years from the Sun. Lambda Herculis has apparent magnitude +4.4 spectral class K4III, indicating that it is a red giant with a temperature of 4,070 K. Visually it has an absolute magnitude of −0.86, meaning it is nearly 200 times brighter than the sun, but its bolometric luminosity across all wavelengths is 465 L☉. In 1783, English-German astronomer William Herschel described the solar apex, the point in sky towards which the Solar System is moving; using data from double stars, he identified this position as close to Lambda Herculis. Today it is known the solar apex is not so close to this star, however it is only 10° away from the position currently accepted (in Hercules, southwest of Vega).",1
Lambda Leonis,2.00,472.00,4.32,3900,329.00,Leo,"Lambda Leonis , formally named Alterf, is a star in the constellation of Leo. The star is bright enough to be seen with the naked eye, having an apparent visual magnitude of 4.32 . Based upon an annual parallax shift of 0.00991 arcseconds, it is located about 329 light-years from the Sun. It bore the traditional name Alterf, from the Arabic الطرف aṭ-ṭarf ""the view (of the lion)"" This is a K-type giant star with a stellar classification of K4.5 III.",1
Lambda Ophiuchus,2.62,76.00,3.82,8830,173.00,Ophiuchus,"λ Ophiuchi, is a triple star system in the equatorial constellation of Ophiuchus. It has the traditional name Marfik, which now applies exclusively to the primary component. The system is visible to the naked eye as a faint point of light with an apparent visual magnitude of 3.82. It is located approximately 173 light-years from the Sun, based on its parallax, but is drifting closer with a radial velocity of –16 km/s. The inner pair form a binary star system with an orbital period of 192 years and an eccentricity of 0.611. Both components are A-type main-sequence stars, indicating that they are generating energy through core hydrogen fusion. The brighter member of this pair, designated component A, is the primary for the system with a visual magnitude of 4.18 and a stellar classification of A0V. The secondary, component B, is magnitude 5.22 and class A4V. Component C is magnitude 11.0 and lies at an angular separation of 119″ from the inner pair. It has a common proper motion and is at approximately the same distance as the other two stars, although any orbit would last for hundreds of thousands of years. It has a mass 72% of the Sun's, a radius 58% of the Sun's, a temperature of about 4,157 K, and 7% of the Sun's luminosity. It has an estimated spectral type of K6.",3
Lambda Orionis,27.90,"165,000.00",3.39,37690,"1,100.00",Orion,"Meissa, designated Lambda Orionis, is a star in the constellation of Orion. It is a multiple star approximately 1,100 ly away with a combined apparent magnitude of 3.33. The main components are an O8 giant star and a B-class main sequence star, separated by about 4"". Meissa is a giant star with a stellar classification of O8 III and an apparent visible magnitude 3.54. It is an enormous star with about 28 times the mass of the Sun and 10 times the Sun's radius. The outer atmosphere has an effective temperature of around 35,000 K, giving it the characteristic blue glow of a hot O-type star. Meissa is a soft X-ray source with a luminosity of 1032 erg s−1 and peak emission in the energy range of 0.2–0.3 keV, which suggests the X-rays are probably being generated by the stellar wind. Meissa is actually a double star with a companion at an angular separation of 4.41 arcseconds along a position angle of 43.12° (as of 1937). This fainter component is of magnitude 5.61 and it has a stellar classification of B0.5 V, making it a B-type main sequence star. There is an outlying component, Meissa C, which is an F-type main sequence star with a classification of F8 V. This star in turn may have a very low mass companion that is probably a brown dwarf.",2
Lambda Sagittarii,2.60,52.00,2.82,4770,78.20,Sagittarius,"Lambda Sagittarii, formally named Kaus Borealis, is a star in the southern constellation of Sagittarius. The star marks the top of the Archer's bow. With an apparent visual magnitude of +2.82, this is one of the brighter members of the constellation and, according to the Bortle Dark-Sky Scale, it is readily visible to the naked eye. Based upon parallax measurements, it is 78.2 light-years (24.0 parsecs) from the Sun. Being 2.1 degrees south of the ecliptic, Lambda Sgr is sometimes occulted by the Moon and, rarely, by a planet. The last planet to pass in front of it was Venus, on 19 November 1984. The previous occasion was 5 December 1865, when it was occulted by Mercury. Kaus Borealis is a subgiant star with a stellar classification of K0 IV. It has a mass 2.6 times that of the Sun. The interferometry-measured angular diameter of this star, after correction for limb darkening, is 4.24 ± 0.05 mas. At the estimated distance of Lambda Sagittarii, this yields a physical size of about 11 times the radius of the Sun.",1
Lambda Scorpii,14.50,"36,300.00",1.62,25000,570.00,Sco,"Lambda Scorpii , formally named Shaula, is, despite being designated ""λ"" (Lambda), the second-brightest star system in the constellation of Scorpius, and one of the brightest stars in the night sky. It bore the traditional name Shaula, which comes from the Arabic الشولاء al-šawlā´ meaning 'the raised [tail]', as it is found in the tail of Scorpius, the scorpion. Spectroscopic and interferometric observations have shown that it is actually a triple star system consisting of two B-type stars and a pre-main-sequence star. The primary star is a Beta Cephei variable star with rapid brightness changes of about a hundredth of a magnitude.",3
Lambda Ursae Majoris,2.11,37.00,3.45,9274,138.00,Ursa Major,"Lambda Ursae Majoris, formally named Tania Borealis, is a star in the northern circumpolar constellation of Ursa Major. This star has an apparent visual magnitude of +3.45, making it one of the brighter members of the constellation. The distance to this star has been measured directly using the parallax technique, which yields a value of roughly 138 light-years (42 parsecs) with a 4% margin of error. It bore the traditional names Tania (shared with Mu Ursae Majoris) and Tania Borealis. Tania comes from the Arabic phrase Al Fiḳrah al Thānia 'the Second Spring (of the Gazelle)' and Borealis (originally borealis[16]) is Latin for 'the north side'.",1
Lambda Velorum,7.00,"7,900.00",2.23,3900,545.00,Vela,"Lambda Velorum, officially named Suhail, is a star in the southern constellation of Vela. With a mean apparent visual magnitude of 2.21, this is the third-brightest star in the constellation and one of the brighter stars in the sky. The distance to this star can be measured directly using the parallax technique, yielding an estimated 545 light-years (167 parsecs) from the Sun. It bore the traditional Arabic name السهيل الوزن suhayl al-wazn (Al Suhail al Wazn), but as a modern navigation star this was shortened to Suhail. The outer envelope of λ Velorum has an effective temperature of about 4,000 K, giving it the cool orange hue of a K-type star. It is an Lc-type, slow irregular variable star with its brightness varying between apparent magnitudes +2.14 to +2.30. λ Velorum is near the upper end of the mass range for intermediate stars, which end their lives by producing a planetary nebula and a white dwarf remnant. It may be massive enough to produce an electron capture supernova.",1
Lambda Virgins,1.90,20.84,4.52,8280,173.40,Virgo,"Lambda Virginis is a binary star system in the zodiac constellation of Virgo. With an apparent visual magnitude of 4.5, it is bright enough to be seen with the naked eye. Based upon parallax measurements, the system is about 173 light-years away from the Sun. Its two components are designated Lambda Virginis A (formally named Khambalia) and B. Lambda Virginis is a double-lined spectroscopic binary with an orbital period of 206.7 days and an eccentricity of 0.0610. The semi-major axis has an angular size of 0.02 arcseconds, which, at the distance of this system, is equivalent to a physical span of 1.05 AU. The orbit is inclined by an angle of 110° to the line of sight from the Earth. Tidal theory predicts that eventually the orbit of the stars will circularize and their rotation rates will become synchronized with their orbital motion. However, this will occur over a time scale of more than 1.2 billion years, whereas their estimated age is 935 million years.",2
Larawag,1.24,72.00,2.29,4560,63.70,Scorpius,"Epsilon Scorpii, , formally named Larawag, is a star in the southern zodiac constellation of Scorpius. It has an apparent visual magnitude of +2.3, making it the fifth-brightest member of the constellation. Parallax measurements made during the Hipparcos mission provide an estimated distance to this star of around 63.7 light-years (19.5 parsecs) from the Sun. Epsilon Scorpii has a stellar classification of K1 III, which indicates it has exhausted the supply of hydrogen at its core and evolved into a giant star. The interferometry-measured angular diameter of this star, after correcting for limb darkening, is 5.99 ± 0.06 mas, which, at its estimated distance, equates to a physical radius of nearly 13 times the radius of the Sun. The star bore the traditional name Larawag in the culture of the Wardaman people of the Northern territory of Australia.",1
Lesath,11.40,"7,381.00",2.70,22830,580.00,Scorpius,"Upsilon Scorpii, formally named Lesath, is a star located in the ""stinger"" of the southern zodiac constellation of Scorpius, the scorpion. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 580 light-years from the Sun. In the night sky it lies near the 1.6 magnitude star Lambda Scorpii, and the two form an optical pair that is sometimes called the ""Cat's Eyes"". This star has apparent magnitude +2.7 and belongs to spectral class B2 IV, with the luminosity class of 'IV' indicating it is a subgiant star. The star's luminosity is 12,300 times that of the Sun, while its surface temperature is 22,831 kelvins. The star has a radius of 6.1 times solar and 11 times the mass of the Sun.",1
Libertas,1.16,49.00,4.71,4780,184.00,Aquila,"Xi Aquilae, officially named Libertas, is a red clump giant star located at a distance of 184 light-years (56 parsecs) from the Sun in the equatorial constellation of Aquila. As of 2008, an extrasolar planet (designated Xi Aquilae b, later named Fortitudo) has been confirmed in orbit around the star. This star has an apparent visual magnitude of 4.722, which, according to the Bortle Dark-Sky Scale, is bright enough to be viewed with the naked eye from dark suburban skies. The orbital motion of the Earth causes this star to undergo an annual parallax shift of 17.77 milliarcseconds. From this measurement, the distance to this star can be determined, yielding an estimate of approximately 184 light years with a 2% margin of error. The magnitude of the star is diminished by 0.09 from the extinction caused by interstellar gas and dust.",1
Lilii Borea,1.60,11.10,4.52,4600,172.00,Aries,"39 Arietis, officially named Lilii Borea, is a star in the northern constellation of Aries. It is visible to the naked eye with an apparent visual magnitude of +4.5. The distance to this star, as determined from an annual parallax shift of 19.01 mas, is approximately 172 light-years (53 parsecs). 39 Arietis is a giant star with a stellar classification of K1.5 III. It is currently at an evolutionary stage known as the red clump, indicating that it is generating energy through the fusion of helium at its core. It has 1.6 times the mass of the Sun, but its outer envelope has expanded to around 11 times the Sun's radius. It shines with 56 times the luminosity of the Sun. This energy is being radiated into outer space from its outer atmosphere at an effective temperature of 4,603 K, giving it the cool orange-hued glow of a K-type star.",1
Maasym,3.00,465.00,4.41,4070,370.00,Hercules,"Lambda Herculis, formally named Maasym, is a star in the constellation of Hercules. From parallax measurements taken during the Hipparcos mission, it is approximately 370 light-years from the Sun. Lambda Herculis has apparent magnitude +4.4 spectral class K4III, indicating that it is a red giant with a temperature of 4,070 K. Visually it has an absolute magnitude of −0.86, meaning it is nearly 200 times brighter than the sun, but its bolometric luminosity across all wavelengths is 465 L☉. In 1783, English-German astronomer William Herschel described the solar apex, the point in sky towards which the Solar System is moving; using data from double stars, he identified this position as close to Lambda Herculis. Today it is known the solar apex is not so close to this star, however it is only 10° away from the position currently accepted (in Hercules, southwest of Vega).",1
Mahasim,3.38,263.00,2.65,10400,166.00,Auriga,"Theta Aurigae is a binary star in the constellation of Auriga. Based upon parallax measurements, the distance to this system is about 166 light-years (51 parsecs). The primary component, Theta Aurigae A, is a large star with more than three times the mass of the Sun and over five times the Sun's radius. It is radiating 263 times the Sun's luminosity from its outer atmosphere at an effective temperature of 10,400 K, giving it the white hue of an A-type star. The star has a stellar classification of A0pSi, with the 'pSi' suffix indicating it is a chemically peculiar star with an abnormal abundance of silicon. The primary is classified an Alpha2 Canum Venaticorum type variable star and has a surface magnetic field of about 1 kG. Its projected rotational velocity is 55 km s−1, with the star completing a rotation in only 3.6 days. The axis of rotation is inclined by an angle of 51◦ ± 6 to the line of sight from the Earth. The secondary, Theta Aurigae B, is a +7.2 magnitude companion, 4.5 magnitudes fainter than the primary, located at an angular separation of 3.91 arcseconds along a position angle of 304.9° as of 2002. This is an F-type main sequence star with a stellar classification in the range F2-5 V.",2
Maia,3.77,501.00,3.87,12300,380.00,Taurus,"Maia, designated 20 Tauri, is a star in the constellation of Taurus. It is a blue giant of spectral type B8 III, a chemically peculiar star, and the prototype of the Maia variable class of variable star. Maia is the fourth-brightest star in the Pleiades open star cluster (Messier 45), after Alcyone, Atlas and Electra. It is surrounded by one of the brighter reflection nebulae within the Pleiades, designated NGC 1432 and sometimes called the Maia Nebula. Maia's visual magnitude is 3.87, requiring darker skies to be seen. Its bolometric luminosity is 501 times solar, mostly in the ultraviolet, thus suggesting a radius that is 3.6 times that of the Sun and a mass that is 3.8 times solar.[8] Interferometric measurements give an angular diameter of 0.436±0.023 mas, suggesting a radius of 4.95 R☉ assuming a distance of 113.5 pc. These measurements also allow the effective temperature to be estimated at 14,700±900 K.",1
Marfik,2.62,76.00,3.82,8830,173.00,Ophiuchus,"λ Ophiuchi, is a triple star system in the equatorial constellation of Ophiuchus. It has the traditional name Marfik, which now applies exclusively to the primary component. The system is visible to the naked eye as a faint point of light with an apparent visual magnitude of 3.82. It is located approximately 173 light-years from the Sun, based on its parallax, but is drifting closer with a radial velocity of –16 km/s. The inner pair form a binary star system with an orbital period of 192 years and an eccentricity of 0.611. Both components are A-type main-sequence stars, indicating that they are generating energy through core hydrogen fusion. The brighter member of this pair, designated component A, is the primary for the system with a visual magnitude of 4.18 and a stellar classification of A0V. The secondary, component B, is magnitude 5.22 and class A4V. Component C is magnitude 11.0 and lies at an angular separation of 119″ from the inner pair. It has a common proper motion and is at approximately the same distance as the other two stars, although any orbit would last for hundreds of thousands of years. It has a mass 72% of the Sun's, a radius 58% of the Sun's, a temperature of about 4,157 K, and 7% of the Sun's luminosity. It has an estimated spectral type of K6.",3
Markab,3.00,160.00,2.48,9765,133.00,Pegasus,"Alpha Pegasi, formally named Markab , is the third-brightest star in the constellation of Pegasus and one of the four stars in the asterism known as the Great Square of Pegasus. Markab has a stellar classification of A0 IV, indicating that it is an A-type subgiant star that has exhausted the hydrogen at its core and has evolved beyond the main sequence. It is rotating rapidly, with a projected rotational velocity of 125 km/s giving a lower bound on the azimuthal velocity along the star's equator. Markab has a stellar classification of A0 IV, indicating that it is an A-type subgiant star that has exhausted the hydrogen at its core and has evolved beyond the main sequence. It is rotating rapidly, with a projected rotational velocity of 125 km/s giving a lower bound on the azimuthal velocity along the star's equator.",1
Markeb,10.50,"6,832.30",2.47,13200,570.00,Vela,"Kappa Velorum, formally named Markeb is a binary star system in the southern constellation of Vela. The two components are designated Kappa Velorum A and B. From parallax measurements, this system is located at a distance of roughly 572 light-years (175 parsecs) from the Sun. The apparent visual magnitude is 2.48,[2] making it readily visible to the naked eye in the southern hemisphere. It forms part of an asterism known as the False Cross along with Delta Velorum, Iota Carinae and Epsilon Carinae, so called because it is sometimes mistaken for the Southern Cross, causing errors in astronavigation. Kappa Velorum is a spectroscopic binary system consisting of a pair of stars that complete an orbit around each other with a period of 116.65 days and an eccentricity of 0.19. Because the individual stars have not been resolved, further details of the orbit have not yet been determined. The combined stellar classification of the pair is B2 IV, which matches the class of a B-type subgiant star that has exhausted the hydrogen at its core and begun to evolve into a giant. It has an estimated size of 6.9 times the Sun's radius.",2
Marsic,3.17,148.00,5.00,5120,381.00,Hercules,"Kappa Herculis is an optical double star in the constellation of Hercules. The two components, Kappa Herculis A and B, were 27.3 arc seconds apart in 2000. Based on parallax measurements from the Hipparcos mission, κ Her A is about 113 parsecs (370 light-years) from the Sun and κ Her B is 600 parsecs (2,000 light-years). A faint third component Kappa Herculis C is just over 1 arc-minute away. It is at the same distance as κ Her A and has an almost-identical space motion.The star 8 Herculis forms a naked-eye pair with Kappa Herculis 14′ away. Kappa Herculis A is a giant star with stellar classification G8III. With a mass of three M☉ and radius that is 16 R☉, the star boasts a bolometric luminosity that is 148 L☉. Its slightly companion is cooler and about a third of the luminosity. Kappa Herculis is a suspected variable star with a reported magnitude range of 4.70 to 5.02.",2
Matar,3.51,330.80,2.93,4970,167.00,Pegasus,"Eta Pegasi, formally named Matar, is a binary star in the constellation of Pegasus. The apparent visual magnitude of this star is +2.95, making it the fifth-brightest member of Pegasus. Based upon parallax measurements, the distance to this star is about 167 light-years (51 parsecs) from the Sun. The Eta Pegasi system consists of a pair of stars in a binary orbit with a period of 813 days and an eccentricity of 0.183. The primary component is a bright giant star with a stellar classification of G2 II and about three and a half times the mass of the Sun. The interferometry-measured angular diameter of this star, after correcting for limb darkening, is 3.471 ± 0.027 mas, which, at its estimated distance, equates to a physical radius of more than 24 times the radius of the Sun. It is radiating 331 times the luminosity of the Sun from its expanded outer envelope at an effective temperature of 4,970 K. The rotation rate of the star slowed as it expanded, so it has a projected rotational velocity of 1.7 km s−1 with an estimated rotation period of 818 days. The secondary component is an F-type main sequence star with a classification of F0 V. The secondary star is 3.56 magnitudes fainter that the primary star at 700 nm. There are also 2 class G stars further away that may or may not be physically related to the main pair.",2
Mebsuta,19.20,"8,500.00",3.06,4662,840.00,Gemini,"Epsilon Geminorum, formally named Mebsuta, is a star in the constellation of Gemini, on the outstretched right 'leg' of the twin Castor. The apparent visual magnitude of +3.06 makes it one of the brighter stars in this constellation. The distance to this star can be determined by parallax measurements, giving a value of 840 light-years (260 parsecs), with a margin of error of 40 ly (12 pc). The spectrum of this star matches a stellar classification of G8 Ib, where the luminosity class of Ib indicates this is a lower luminosity supergiant star. Alternatively, it may be a star that has passed through the asymptotic giant branch stage and possesses a detached shell of dust. The estimated mass of this star is over 19 times the mass of the Sun, and it has expanded to a radius measured at around 105–175 times that of the Sun. Since 1943, the spectrum of this star has served as one of the stable anchor points by which other stars are classified.",1
Megrez,1.63,14.00,3.32,9480,80.50,Ursa Major,"Delta Ursae Majoris, formally named Megrez, is a star in the northern circumpolar constellation of Ursa Major. With an apparent magnitude of +3.3, it is the dimmest of the seven stars in the Big Dipper asterism. Parallax measurements yield a distance estimate of 80.5 light-years (24.7 parsecs) from the Sun. Delta Ursae Majoris has 63% more mass than the Sun and is about 1.4 times its radius. It has a stellar classification of A3 V, which means it is an A-type main sequence star that is generating energy at its core through the nuclear fusion of hydrogen. It shines at 14 times the luminosity of the Sun, with this energy being emitted from its outer envelope at an effective temperature of 9,480 K. This gives it the white hue typical of an A-type star.",1
Meissa,27.90,"165,000.00",3.39,37690,"1,100.00",Orion,"Meissa, designated Lambda Orionis, is a star in the constellation of Orion. It is a multiple star approximately 1,100 ly away with a combined apparent magnitude of 3.33. The main components are an O8 giant star and a B-class main sequence star, separated by about 4"". Meissa is a giant star with a stellar classification of O8 III and an apparent visible magnitude 3.54. It is an enormous star with about 28 times the mass of the Sun and 10 times the Sun's radius. The outer atmosphere has an effective temperature of around 35,000 K, giving it the characteristic blue glow of a hot O-type star. Meissa is a soft X-ray source with a luminosity of 1032 erg s−1 and peak emission in the energy range of 0.2–0.3 keV, which suggests the X-rays are probably being generated by the stellar wind. Meissa is actually a double star with a companion at an angular separation of 4.41 arcseconds along a position angle of 43.12° (as of 1937). This fainter component is of magnitude 5.61 and it has a stellar classification of B0.5 V, making it a B-type main sequence star. There is an outlying component, Meissa C, which is an F-type main sequence star with a classification of F8 V. This star in turn may have a very low mass companion that is probably a brown dwarf.",2
Mekbuda,7.70,"2,900.00",4.01,5260,"1,120.00",Gemini,"Zeta Geminorum is a bright star with cluster components, distant optical components and a likely spectroscopic partner in the zodiac constellation of Gemini — in its south, on the left 'leg' of the twin Pollux. It is a classical Cepheid variable star, of which over 800 have been found in our galaxy. As such its regular pulsation and luminosity (proven in its class to correspond) and its relative proximity means the star is a useful calibrator in computing the cosmic distance ladder. Based on parallax measurements, it is approximately 1,200 light-years from the Sun. Zeta Geminorum is the primary or 'A' component of a multiple star system designated WDS J07041+2034. It bears traditional name Mekbuda.",1
Meleph,1.70,83.50,6.29,7851,616.00,Cancer,"Epsilon Cancri is a white-hued binary star system in the zodiac constellation of Cancer. It is the brightest member of the Beehive Cluster with an apparent visual magnitude of +6.29, which is near the lower limit of visibility with the naked eye. The annual parallax shift of 5.3 mas as seen from Earth yields a distance estimate of approximately 616 light-years from the Sun. The binary pair has the designation WDS J08405+1933. The primary star is designated Epsilon Cancri and the secondary is HD 73711. Epsilon Cancri is itself a spectroscopic binary with components designated Aa (also named Meleph) and Ab. HD 73711 is itself suspected of being a spectroscopic binary.",2
Menkalinan,2.39,48.00,1.90,9350,81.10,Auriga,"Beta Aurigae (Latinized from β Aurigae, abbreviated Beta Aur, β Aur), officially named Menkalinan, is a binary star system in the northern constellation of Auriga. The combined apparent visual magnitude of the system is 1.9, making it the second-brightest member of the constellation after Capella. Using the parallax measurements made during the Hipparcos mission, the distance to this star system can be estimated as 81.1 light-years (24.9 parsecs), give or take a half-light-year margin of error. Beta Aurigae is a binary star system, but it appears as a single star in the night sky. The two stars are metallic-lined subgiant stars belonging to the A-type stellar classification; they have roughly the same mass and radius.",2
